id,gc_content,g_fraction,t_fraction,gt_dinuc_fraction,length,label
pos_015280,0.4744525547445255,0.35036496350364965,0.3722627737226277,0.22794117647058823,137,1
pos_015574,0.5,0.4318181818181818,0.32954545454545453,0.26436781609195403,88,1
pos_005969,0.5773195876288659,0.4742268041237113,0.25773195876288657,0.19791666666666666,97,1
neg_015744,0.4824561403508772,0.18421052631578946,0.3157894736842105,0.035398230088495575,114,0
pos_004069,0.4444444444444444,0.3333333333333333,0.42592592592592593,0.3018867924528302,54,1
neg_012504,0.3465346534653465,0.15841584158415842,0.3465346534653465,0.04,101,0
pos_019159,0.43820224719101125,0.4044943820224719,0.39325842696629215,0.29545454545454547,89,1
pos_006204,0.5925925925925926,0.4444444444444444,0.2962962962962963,0.15384615384615385,27,1
pos_005700,0.6607142857142857,0.4107142857142857,0.26785714285714285,0.10909090909090909,56,1
pos_008205,0.47706422018348627,0.3853211009174312,0.3761467889908257,0.25925925925925924,109,1
neg_012297,0.3548387096774194,0.1935483870967742,0.26881720430107525,0.021739130434782608,93,0
pos_013604,0.5245901639344263,0.29508196721311475,0.22950819672131148,0.11666666666666667,61,1
pos_003439,0.5185185185185185,0.37037037037037035,0.2777777777777778,0.1509433962264151,54,1
pos_018640,0.5161290322580645,0.41935483870967744,0.34408602150537637,0.17391304347826086,93,1
pos_012894,0.42592592592592593,0.25925925925925924,0.24074074074074073,0.07547169811320754,54,1
neg_015905,0.3829787234042553,0.1276595744680851,0.2553191489361702,0.021739130434782608,47,0
neg_011766,0.6666666666666666,0.2916666666666667,0.16666666666666666,0.0,24,0
neg_011429,0.46153846153846156,0.23076923076923078,0.46153846153846156,0.08333333333333333,13,0
pos_011066,0.5957446808510638,0.3617021276595745,0.2765957446808511,0.10869565217391304,47,1
neg_016573,0.5068493150684932,0.3424657534246575,0.2191780821917808,0.06944444444444445,73,0
pos_015235,0.41304347826086957,0.34782608695652173,0.42391304347826086,0.2857142857142857,92,1
neg_012375,0.7235772357723578,0.34959349593495936,0.16260162601626016,0.04918032786885246,123,0
pos_018899,0.5319148936170213,0.40425531914893614,0.3829787234042553,0.32608695652173914,47,1
pos_003919,0.35714285714285715,0.2857142857142857,0.5714285714285714,0.3076923076923077,14,1
pos_018375,0.6851851851851852,0.5185185185185185,0.3148148148148148,0.3018867924528302,54,1
neg_012466,0.45112781954887216,0.2932330827067669,0.15037593984962405,0.030303030303030304,133,0
neg_002385,0.0,0.0,0.0,0.0,96,0
neg_003633,0.3188405797101449,0.13043478260869565,0.4057971014492754,0.08823529411764706,69,0
neg_003711,0.38961038961038963,0.15584415584415584,0.33766233766233766,0.05263157894736842,77,0
neg_019256,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.0,11,0
pos_008593,0.6097560975609756,0.34146341463414637,0.1951219512195122,0.025,41,1
neg_017119,0.45614035087719296,0.22807017543859648,0.19298245614035087,0.03571428571428571,57,0
neg_016999,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.0,11,0
neg_000209,0.4222222222222222,0.17777777777777778,0.3333333333333333,0.022727272727272728,45,0
neg_010328,0.0,0.0,0.0,0.0,55,0
pos_004227,0.47058823529411764,0.2647058823529412,0.23529411764705882,0.09090909090909091,34,1
neg_014099,0.4,0.25,0.4125,0.0759493670886076,80,0
pos_015994,0.3275862068965517,0.19827586206896552,0.4051724137931034,0.17391304347826086,116,1
pos_010173,0.35185185185185186,0.24074074074074073,0.42592592592592593,0.16822429906542055,108,1
pos_017717,0.5416666666666666,0.375,0.3541666666666667,0.1702127659574468,48,1
pos_005725,0.48936170212765956,0.2978723404255319,0.3617021276595745,0.15217391304347827,47,1
neg_002092,0.5555555555555556,0.35185185185185186,0.14814814814814814,0.05660377358490566,54,0
pos_016182,0.4222222222222222,0.37777777777777777,0.37777777777777777,0.29545454545454547,45,1
neg_012186,0.47297297297297297,0.32432432432432434,0.2702702702702703,0.0821917808219178,74,0
neg_001405,0.0,0.0,0.0,0.0,55,0
pos_009852,0.5855855855855856,0.3333333333333333,0.2882882882882883,0.11818181818181818,111,1
pos_001229,0.4142857142857143,0.3,0.44285714285714284,0.2318840579710145,70,1
pos_002146,0.4810126582278481,0.379746835443038,0.2911392405063291,0.14102564102564102,79,1
pos_015777,0.4787234042553192,0.4148936170212766,0.30851063829787234,0.10160427807486631,188,1
pos_007678,0.36666666666666664,0.3,0.4166666666666667,0.23728813559322035,60,1
neg_003446,0.5151515151515151,0.21212121212121213,0.3333333333333333,0.09375,33,0
neg_010323,0.5294117647058824,0.18823529411764706,0.2823529411764706,0.023809523809523808,85,0
pos_009110,0.6,0.5058823529411764,0.25882352941176473,0.16666666666666666,85,1
neg_003747,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.16666666666666666,13,0
pos_011488,0.5263157894736842,0.42105263157894735,0.3684210526315789,0.3333333333333333,19,1
pos_012019,0.6923076923076923,0.4230769230769231,0.23076923076923078,0.24,26,1
neg_003355,0.3372093023255814,0.18604651162790697,0.36046511627906974,0.07058823529411765,86,0
neg_008246,0.0,0.0,0.0,0.0,45,0
neg_002243,0.5362318840579711,0.3188405797101449,0.2028985507246377,0.04411764705882353,69,0
neg_017904,0.4675324675324675,0.23376623376623376,0.19480519480519481,0.05263157894736842,77,0
pos_004477,0.5,0.4230769230769231,0.4230769230769231,0.28,26,1
pos_007168,0.3673469387755102,0.2857142857142857,0.3469387755102041,0.08333333333333333,49,1
neg_012626,0.4365079365079365,0.25396825396825395,0.30952380952380953,0.04,126,0
neg_019422,0.5945945945945946,0.16216216216216217,0.16216216216216217,0.0,37,0
pos_007521,0.5119047619047619,0.2261904761904762,0.32142857142857145,0.04819277108433735,84,1
neg_009571,0.32926829268292684,0.17073170731707318,0.24390243902439024,0.06172839506172839,82,0
neg_005842,0.3695652173913043,0.2826086956521739,0.2608695652173913,0.044444444444444446,46,0
pos_012809,0.44594594594594594,0.3783783783783784,0.5135135135135135,0.3287671232876712,74,1
neg_003076,0.3076923076923077,0.11538461538461539,0.46153846153846156,0.04,26,0
pos_007350,0.5,0.391304347826087,0.41304347826086957,0.26666666666666666,46,1
pos_005756,0.6379310344827587,0.43103448275862066,0.1724137931034483,0.0,58,1
neg_007679,0.3684210526315789,0.2894736842105263,0.3157894736842105,0.1891891891891892,38,0
pos_006739,0.25,0.25,0.25,0.0,4,1
pos_018943,0.559322033898305,0.2711864406779661,0.3389830508474576,0.1896551724137931,59,1
neg_006787,0.4074074074074074,0.18518518518518517,0.2037037037037037,0.07547169811320754,54,0
pos_006229,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.2,11,1
pos_000750,0.5,0.4090909090909091,0.4090909090909091,0.3333333333333333,22,1
neg_006076,0.39473684210526316,0.15789473684210525,0.3684210526315789,0.02702702702702703,38,0
pos_007486,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.16666666666666666,7,1
neg_006700,0.43636363636363634,0.18181818181818182,0.2545454545454545,0.0,55,0
neg_019473,0.5925925925925926,0.37037037037037035,0.18518518518518517,0.0,27,0
pos_005153,0.5121951219512195,0.12195121951219512,0.14634146341463414,0.05,41,1
neg_006809,0.5865384615384616,0.27884615384615385,0.20192307692307693,0.038834951456310676,104,0
neg_009872,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.08333333333333333,13,0
neg_005275,0.3,0.16666666666666666,0.43333333333333335,0.06779661016949153,60,0
neg_008349,0.3333333333333333,0.13333333333333333,0.28,0.05405405405405406,75,0
neg_015054,0.36231884057971014,0.18840579710144928,0.14492753623188406,0.014705882352941176,69,0
pos_015965,0.5428571428571428,0.2,0.2857142857142857,0.08823529411764706,35,1
pos_003722,0.5591397849462365,0.40860215053763443,0.3225806451612903,0.25,93,1
neg_006630,0.39285714285714285,0.14285714285714285,0.5,0.07407407407407407,28,0
neg_011261,0.3132530120481928,0.1927710843373494,0.4819277108433735,0.0975609756097561,83,0
pos_004832,0.5,0.21666666666666667,0.35,0.05084745762711865,60,1
neg_017420,0.43636363636363634,0.2545454545454545,0.38181818181818183,0.12962962962962962,55,0
neg_017269,0.46846846846846846,0.16216216216216217,0.2972972972972973,0.05454545454545454,111,0
pos_010447,0.3717948717948718,0.32051282051282054,0.46153846153846156,0.2857142857142857,78,1
neg_010785,0.3333333333333333,0.12698412698412698,0.42857142857142855,0.03225806451612903,63,0
pos_015427,0.5,0.43333333333333335,0.43333333333333335,0.3103448275862069,30,1
neg_014049,0.3935483870967742,0.17419354838709677,0.432258064516129,0.05844155844155844,155,0
neg_012603,0.3709677419354839,0.1935483870967742,0.3225806451612903,0.08196721311475409,62,0
pos_004780,0.6060606060606061,0.5151515151515151,0.30303030303030304,0.21875,33,1
neg_009176,0.6081081081081081,0.35135135135135137,0.14864864864864866,0.0273972602739726,74,0
neg_015408,0.32432432432432434,0.16216216216216217,0.27927927927927926,0.02727272727272727,111,0
neg_007741,0.0,0.0,0.0,0.0,45,0
pos_012278,0.4044943820224719,0.24719101123595505,0.5056179775280899,0.2159090909090909,89,1
neg_008072,0.0,0.0,0.0,0.0,74,0
pos_016725,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.3333333333333333,7,1
neg_003661,0.2878787878787879,0.12121212121212122,0.36363636363636365,0.03076923076923077,66,0
neg_007831,0.5,0.23333333333333334,0.23333333333333334,0.05084745762711865,60,0
pos_011596,0.6197183098591549,0.4788732394366197,0.29577464788732394,0.15714285714285714,71,1
pos_017471,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.07142857142857142,15,1
pos_007255,0.49230769230769234,0.46153846153846156,0.47692307692307695,0.4375,65,1
neg_014596,0.36363636363636365,0.23636363636363636,0.4,0.05555555555555555,55,0
neg_012613,0.4264705882352941,0.3235294117647059,0.2647058823529412,0.07462686567164178,68,0
pos_000971,0.5,0.375,0.375,0.2857142857142857,8,1
neg_019152,0.40425531914893614,0.14893617021276595,0.23404255319148937,0.06521739130434782,47,0
pos_001855,0.38144329896907214,0.25773195876288657,0.4948453608247423,0.22916666666666666,97,1
pos_015258,0.3150684931506849,0.2465753424657534,0.410958904109589,0.2222222222222222,73,1
pos_001059,0.5365853658536586,0.4268292682926829,0.3902439024390244,0.30864197530864196,82,1
pos_017373,0.47368421052631576,0.42105263157894735,0.34210526315789475,0.21621621621621623,38,1
pos_009800,0.5,0.3488372093023256,0.4186046511627907,0.25882352941176473,86,1
pos_019448,0.47619047619047616,0.42857142857142855,0.30952380952380953,0.1951219512195122,42,1
neg_008974,0.36363636363636365,0.18181818181818182,0.22727272727272727,0.0,44,0
pos_004995,0.5365853658536586,0.3780487804878049,0.3170731707317073,0.12345679012345678,82,1
neg_004309,0.3409090909090909,0.22727272727272727,0.2727272727272727,0.06976744186046512,44,0
neg_008560,0.0,0.0,0.5714285714285714,0.0,7,0
neg_018419,0.22727272727272727,0.0,0.5454545454545454,0.0,22,0
pos_005221,0.4485981308411215,0.34579439252336447,0.40186915887850466,0.29245283018867924,107,1
pos_017002,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.25,9,1
pos_012815,0.5,0.35294117647058826,0.3382352941176471,0.208955223880597,68,1
pos_008415,0.7037037037037037,0.2962962962962963,0.18518518518518517,0.07692307692307693,27,1
pos_002373,0.5238095238095238,0.35714285714285715,0.40476190476190477,0.2926829268292683,42,1
neg_017666,0.3,0.0,0.6,0.0,10,0
pos_011521,0.44594594594594594,0.3108108108108108,0.44594594594594594,0.3013698630136986,74,1
neg_006582,0.4230769230769231,0.19230769230769232,0.28846153846153844,0.0392156862745098,52,0
neg_012685,0.38461538461538464,0.21153846153846154,0.3269230769230769,0.0392156862745098,52,0
pos_008787,0.5,0.5,0.3333333333333333,0.18181818181818182,12,1
neg_018126,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.1,11,0
pos_014404,0.2948717948717949,0.24358974358974358,0.41025641025641024,0.19480519480519481,78,1
neg_000597,0.3951612903225806,0.23387096774193547,0.2903225806451613,0.032520325203252036,124,0
pos_016008,0.5054945054945055,0.34065934065934067,0.31868131868131866,0.16666666666666666,91,1
neg_001637,0.4090909090909091,0.25757575757575757,0.2727272727272727,0.046153846153846156,66,0
pos_000905,0.5074626865671642,0.43283582089552236,0.373134328358209,0.30303030303030304,67,1
pos_010234,0.4049586776859504,0.3305785123966942,0.4132231404958678,0.26666666666666666,121,1
neg_018125,0.48214285714285715,0.16071428571428573,0.23214285714285715,0.018018018018018018,112,0
pos_002557,0.6827586206896552,0.5310344827586206,0.19310344827586207,0.14583333333333334,145,1
pos_008727,0.5733333333333334,0.4533333333333333,0.36,0.24324324324324326,75,1
neg_010271,0.35664335664335667,0.21678321678321677,0.21678321678321677,0.04225352112676056,143,0
neg_012134,0.5108695652173914,0.2608695652173913,0.29347826086956524,0.07692307692307693,92,0
pos_005268,0.4642857142857143,0.2857142857142857,0.32142857142857145,0.14814814814814814,28,1
pos_004242,0.375,0.3333333333333333,0.4166666666666667,0.2608695652173913,24,1
pos_019010,0.5,0.34,0.36,0.22448979591836735,50,1
pos_005380,0.5673076923076923,0.41346153846153844,0.19230769230769232,0.05825242718446602,104,1
neg_003680,0.5362318840579711,0.21739130434782608,0.30434782608695654,0.07352941176470588,69,0
pos_010351,0.5,0.5,0.5,0.42857142857142855,8,1
pos_005920,0.25,0.16666666666666666,0.4166666666666667,0.13043478260869565,24,1
neg_009392,0.5730337078651685,0.4157303370786517,0.14606741573033707,0.045454545454545456,89,0
pos_008388,0.5471698113207547,0.3584905660377358,0.3584905660377358,0.21904761904761905,106,1
pos_014333,0.29411764705882354,0.23529411764705882,0.4117647058823529,0.1875,17,1
pos_008688,0.5737704918032787,0.4262295081967213,0.3442622950819672,0.2833333333333333,61,1
neg_015887,0.3898305084745763,0.1694915254237288,0.2711864406779661,0.06896551724137931,59,0
neg_011903,0.375,0.125,0.4375,0.13333333333333333,16,0
neg_018862,0.23943661971830985,0.1267605633802817,0.4788732394366197,0.05714285714285714,71,0
neg_017239,0.45454545454545453,0.21212121212121213,0.30303030303030304,0.06153846153846154,66,0
pos_000898,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.3,11,1
pos_014075,0.5053763440860215,0.41935483870967744,0.3333333333333333,0.2608695652173913,93,1
pos_004794,0.4057971014492754,0.2898550724637681,0.4492753623188406,0.22058823529411764,69,1
neg_003222,0.5789473684210527,0.21052631578947367,0.21052631578947367,0.05405405405405406,38,0
pos_015588,0.5094339622641509,0.3867924528301887,0.3490566037735849,0.22857142857142856,106,1
neg_006440,0.42452830188679247,0.25471698113207547,0.18867924528301888,0.06666666666666667,106,0
pos_008065,0.4,0.336,0.432,0.27419354838709675,125,1
pos_000679,0.4605263157894737,0.32894736842105265,0.39473684210526316,0.24,76,1
neg_007253,0.3181818181818182,0.20454545454545456,0.5,0.13953488372093023,44,0
neg_000275,0.4842105263157895,0.2,0.30526315789473685,0.0425531914893617,95,0
neg_013924,0.3493975903614458,0.13253012048192772,0.24096385542168675,0.036585365853658534,83,0
pos_007312,0.5454545454545454,0.4090909090909091,0.4090909090909091,0.3333333333333333,22,1
pos_011702,0.4827586206896552,0.39655172413793105,0.3448275862068966,0.19298245614035087,58,1
pos_007704,0.5405405405405406,0.4594594594594595,0.43243243243243246,0.3611111111111111,37,1
neg_000383,0.41818181818181815,0.2,0.36363636363636365,0.09259259259259259,55,0
neg_018837,0.2962962962962963,0.20987654320987653,0.24691358024691357,0.0375,81,0
pos_001146,0.42028985507246375,0.3188405797101449,0.42028985507246375,0.25,69,1
pos_008722,0.5094339622641509,0.3584905660377358,0.41509433962264153,0.23076923076923078,53,1
pos_003253,0.4566929133858268,0.3858267716535433,0.29133858267716534,0.19047619047619047,127,1
neg_008898,0.2631578947368421,0.10526315789473684,0.5394736842105263,0.05333333333333334,76,0
pos_017461,0.525,0.425,0.35,0.20512820512820512,40,1
pos_004983,0.5512820512820513,0.3717948717948718,0.21794871794871795,0.14285714285714285,78,1
pos_005837,0.40298507462686567,0.373134328358209,0.44776119402985076,0.2878787878787879,67,1
neg_007999,0.359375,0.234375,0.28125,0.031746031746031744,64,0
pos_004489,0.6046511627906976,0.4418604651162791,0.32558139534883723,0.16666666666666666,43,1
neg_005955,0.38666666666666666,0.24,0.48,0.05405405405405406,75,0
pos_009364,0.6105263157894737,0.4421052631578947,0.3368421052631579,0.2553191489361702,95,1
neg_008140,0.15,0.1,0.35,0.05263157894736842,20,0
neg_009168,0.3157894736842105,0.13157894736842105,0.2631578947368421,0.02702702702702703,38,0
neg_003875,0.3333333333333333,0.06666666666666667,0.4,0.0,30,0
pos_005186,0.49295774647887325,0.352112676056338,0.36619718309859156,0.2,71,1
pos_017925,0.4732142857142857,0.4375,0.42857142857142855,0.34234234234234234,112,1
pos_005850,0.6363636363636364,0.45454545454545453,0.18181818181818182,0.1,11,1
pos_000247,0.5769230769230769,0.46153846153846156,0.3076923076923077,0.32,26,1
neg_003600,0.39436619718309857,0.14084507042253522,0.352112676056338,0.04285714285714286,71,0
neg_008772,0.48,0.28,0.24,0.125,25,0
pos_001871,0.525,0.4,0.2,0.05128205128205128,40,1
pos_011102,0.5803571428571429,0.33035714285714285,0.24107142857142858,0.11711711711711711,112,1
pos_016167,0.4307692307692308,0.26153846153846155,0.38461538461538464,0.25,65,1
pos_012141,0.5723684210526315,0.4473684210526316,0.2631578947368421,0.17880794701986755,152,1
neg_003150,0.47435897435897434,0.23076923076923078,0.20512820512820512,0.05194805194805195,78,0
pos_018938,0.6,0.4666666666666667,0.3333333333333333,0.2857142857142857,15,1
neg_007919,0.5068493150684932,0.3287671232876712,0.2602739726027397,0.09722222222222222,73,0
pos_018484,0.4838709677419355,0.41935483870967744,0.3548387096774194,0.23333333333333334,31,1
pos_001125,0.5609756097560976,0.36585365853658536,0.1951219512195122,0.125,41,1
pos_011367,0.4155844155844156,0.24675324675324675,0.4155844155844156,0.23684210526315788,77,1
neg_003259,0.4375,0.22916666666666666,0.22916666666666666,0.0,48,0
neg_007409,0.5555555555555556,0.26666666666666666,0.24444444444444444,0.045454545454545456,45,0
neg_002570,0.45348837209302323,0.313953488372093,0.1744186046511628,0.023529411764705882,86,0
pos_004723,0.45,0.2833333333333333,0.36666666666666664,0.2033898305084746,60,1
neg_001939,0.4,0.05714285714285714,0.37142857142857144,0.0,35,0
pos_004373,0.4827586206896552,0.3448275862068966,0.3103448275862069,0.10714285714285714,29,1
neg_017177,0.34074074074074073,0.15555555555555556,0.26666666666666666,0.04477611940298507,135,0
pos_005916,0.4482758620689655,0.41379310344827586,0.42528735632183906,0.36046511627906974,87,1
pos_015662,0.6470588235294118,0.47058823529411764,0.35294117647058826,0.3125,17,1
neg_010965,0.375,0.16666666666666666,0.20833333333333334,0.0,24,0
pos_015388,0.3873239436619718,0.2323943661971831,0.4014084507042254,0.09929078014184398,142,1
pos_009454,0.44,0.23,0.42,0.18181818181818182,100,1
neg_001534,0.0,0.0,0.0,0.0,82,0
neg_007641,0.3333333333333333,0.15151515151515152,0.15151515151515152,0.0625,33,0
neg_018661,0.33695652173913043,0.20652173913043478,0.29347826086956524,0.03296703296703297,92,0
neg_009359,0.36231884057971014,0.18840579710144928,0.21739130434782608,0.029411764705882353,69,0
pos_017932,0.4111111111111111,0.3,0.34444444444444444,0.21348314606741572,90,1
neg_015504,0.05263157894736842,0.0,0.3684210526315789,0.0,19,0
neg_014874,0.3026315789473684,0.11842105263157894,0.3684210526315789,0.013333333333333334,76,0
pos_015577,0.4,0.36666666666666664,0.4444444444444444,0.25842696629213485,90,1
pos_007458,0.7272727272727273,0.45454545454545453,0.18181818181818182,0.1,11,1
pos_007519,0.5641025641025641,0.41025641025641024,0.3333333333333333,0.23684210526315788,39,1
neg_004231,0.3153153153153153,0.17117117117117117,0.42342342342342343,0.06363636363636363,111,0
neg_008227,0.6226415094339622,0.33962264150943394,0.20754716981132076,0.057692307692307696,53,0
neg_013172,0.25,0.1875,0.25,0.0,16,0
pos_005734,0.4,0.38461538461538464,0.2153846153846154,0.015625,65,1
pos_010602,0.6,0.4,0.4,0.2857142857142857,15,1
neg_013493,0.2549019607843137,0.18627450980392157,0.27450980392156865,0.0594059405940594,102,0
neg_009683,0.21428571428571427,0.15178571428571427,0.2767857142857143,0.06306306306306306,112,0
neg_000289,0.5232558139534884,0.3953488372093023,0.20930232558139536,0.058823529411764705,86,0
pos_012683,0.5,0.36363636363636365,0.3787878787878788,0.23076923076923078,66,1
pos_018080,0.3181818181818182,0.18181818181818182,0.22727272727272727,0.0,22,1
neg_015121,0.3,0.2,0.4,0.05263157894736842,20,0
pos_010069,0.5145631067961165,0.3592233009708738,0.2912621359223301,0.13725490196078433,103,1
pos_011332,0.5,0.44285714285714284,0.4,0.2318840579710145,70,1
pos_015472,0.34615384615384615,0.25,0.5192307692307693,0.22330097087378642,104,1
pos_009053,0.6395348837209303,0.3372093023255814,0.23255813953488372,0.15294117647058825,86,1
pos_009552,0.3902439024390244,0.24390243902439024,0.43902439024390244,0.19753086419753085,82,1
neg_008916,0.5833333333333334,0.3125,0.1875,0.0425531914893617,48,0
neg_002185,0.46,0.26,0.16,0.050505050505050504,100,0
neg_000784,0.3090909090909091,0.16363636363636364,0.3090909090909091,0.07407407407407407,55,0
neg_008331,0.5591397849462365,0.3763440860215054,0.16129032258064516,0.05434782608695652,93,0
pos_004255,0.48484848484848486,0.2727272727272727,0.3484848484848485,0.09230769230769231,66,1
neg_004013,0.4634146341463415,0.24390243902439024,0.25609756097560976,0.07407407407407407,82,0
neg_004529,0.22666666666666666,0.06666666666666667,0.4533333333333333,0.013513513513513514,75,0
neg_016715,0.4262295081967213,0.2786885245901639,0.3770491803278688,0.18333333333333332,61,0
pos_001544,0.7397260273972602,0.5205479452054794,0.136986301369863,0.125,73,1
neg_012439,0.4594594594594595,0.25675675675675674,0.24324324324324326,0.0547945205479452,74,0
neg_016560,0.5794392523364486,0.19626168224299065,0.205607476635514,0.04716981132075472,107,0
neg_000468,0.6625,0.4,0.15,0.05063291139240506,80,0
pos_002735,0.43434343434343436,0.26262626262626265,0.36363636363636365,0.10204081632653061,99,1
neg_008972,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.0,13,0
neg_004457,0.6933333333333334,0.3333333333333333,0.17333333333333334,0.05405405405405406,75,0
neg_008459,0.4659090909090909,0.2727272727272727,0.18181818181818182,0.05747126436781609,88,0
neg_007588,0.40425531914893614,0.10638297872340426,0.23404255319148937,0.021739130434782608,47,0
pos_001937,0.45121951219512196,0.36585365853658536,0.4024390243902439,0.2222222222222222,82,1
pos_008482,0.5081967213114754,0.32786885245901637,0.4426229508196721,0.25,61,1
pos_005639,0.45,0.2875,0.4,0.24050632911392406,80,1
pos_018420,0.35714285714285715,0.30357142857142855,0.4642857142857143,0.2,56,1
neg_014728,0.49411764705882355,0.23529411764705882,0.32941176470588235,0.09523809523809523,85,0
neg_009292,0.4375,0.1875,0.3125,0.0,16,0
neg_001635,0.4084507042253521,0.2112676056338028,0.29577464788732394,0.04285714285714286,71,0
